client_id,client_name,portfolio_manager_id,country,segment,industry,revenue,last_contact_date,churn_risk
42,Client_42,1,FR,SME,IT,13361.688628868882,2026-01-10 12:16:58.709034,0.647068341587443
43,Client_43,5,DE,SME,Wholesale,16501.015713753677,2026-01-23 12:16:58.709040,0.5500922812986195
44,Client_44,14,AT,SME,Consulting,12910.791758450947,2026-01-19 12:16:58.709045,0.2726256394650627
45,Client_45,27,FR,Mid-Market,SaaS,20021.69219109708,2025-11-05 12:16:58.709051,0.10461542637947518
46,Client_46,9,PL,Mid-Market,SaaS,10010.586963084479,2026-01-19 12:16:58.709057,0.38664866498772166
47,Client_47,79,IE,SME,SaaS,13502.181427985322,2026-01-10 12:16:58.709063,0.5124361170833449
48,Client_48,15,SE,SME,Retail,15056.312916868825,2025-12-03 12:16:58.709068,0.508515375310753
49,Client_49,42,AT,SME,IT,13061.798134946977,2026-01-13 12:16:58.709074,0.4255824021428444
50,Client_50,77,FR,Mid-Market,IT,7754.354656160082,2025-11-10 12:16:58.709080,0.32735516899399575
51,Client_51,51,AT,SME,Manufacturing,20332.588565682014,2025-11-11 12:16:58.709086,0.3504940752098944
52,Client_52,63,AT,SME,Retail,16820.500096522395,2025-11-27 12:16:58.709092,0.26584528344154434
53,Client_53,52,IE,SME,SaaS,10871.076666748024,2025-12-24 12:16:58.709097,0.5799082660470106
54,Client_54,4,PL,SME,IT,11301.273783314988,2025-12-19 12:16:58.709104,0.8498874441522265
55,Client_55,23,DE,SME,SaaS,10221.122584221619,2025-12-08 12:16:58.709109,0.879689713035486
56,Client_56,15,IE,Mid-Market,SaaS,14199.996940311223,2025-11-29 12:16:58.709115,0.9937249560372711
57,Client_57,43,FR,SME,SaaS,19044.246622563154,2025-12-03 12:16:58.709135,0.08881827082536009
58,Client_58,29,IT,Mid-Market,Wholesale,13757.300914478128,2025-11-05 12:16:58.709140,0.21425826236724943
59,Client_59,36,IE,Mid-Market,Consulting,13258.352950929657,2025-11-14 12:16:58.709146,0.7302069714976127
60,Client_60,13,IT,Mid-Market,Commodity Trading,17533.111617774553,2025-12-18 12:16:58.709152,0.6452405223298522
61,Client_61,32,ES,Mid-Market,Commodity Trading,15593.716976786398,2025-12-05 12:16:58.709157,0.13386572166983102
62,Client_62,71,DE,Mid-Market,Manufacturing,14459.423759574875,2026-01-11 12:16:58.709163,0.631018029536635
63,Client_63,59,PL,SME,IT,16841.41138660637,2026-01-03 12:16:58.709168,0.4064618592369421
64,Client_64,28,SE,Mid-Market,Commodity Trading,9340.427912279221,2025-11-02 12:16:58.709174,0.9568594850528205
65,Client_65,66,AT,Mid-Market,Manufacturing,16055.789821301561,2026-01-19 12:16:58.709179,0.8552428128234612
66,Client_66,42,IT,SME,Consulting,18492.311994311927,2025-12-03 12:16:58.709187,0.07324227976785658
67,Client_67,45,SE,Mid-Market,SaaS,10932.560724995361,2025-10-31 12:16:58.709193,0.08998963191982667
68,Client_68,62,SE,SME,Retail,13529.189803992509,2026-01-05 12:16:58.709198,0.4170568053444159
69,Client_69,57,IT,SME,Wholesale,8797.853914600752,2026-01-26 12:16:58.709204,0.008371166482614156
70,Client_70,6,SE,SME,Consulting,13347.357499190686,2025-12-14 12:16:58.709210,0.09438691378065767
71,Client_71,28,AT,SME,Consulting,12711.703326936778,2025-11-24 12:16:58.709215,0.9325956555310522
72,Client_72,28,BE,SME,Commodity Trading,19766.42899579949,2025-12-21 12:16:58.709221,0.7924318321785566
73,Client_73,44,ES,Mid-Market,Commodity Trading,13263.69985722788,2026-01-22 12:16:58.709226,0.6727089801005693
74,Client_74,30,IT,SME,Wholesale,15535.80733904711,2025-12-11 12:16:58.709232,0.830237233322029
75,Client_75,62,AT,SME,Retail,18680.276423021613,2025-12-15 12:16:58.709238,0.2500548554408304
76,Client_76,75,DE,Mid-Market,Consulting,8093.337368772135,2025-11-10 12:16:58.709243,0.7255669625668404
77,Client_77,62,IT,Mid-Market,IT,15029.770107979182,2026-01-21 12:16:58.709249,0.6155671553361074
78,Client_78,1,AT,Mid-Market,Commodity Trading,11326.780869146694,2025-11-23 12:16:58.709257,0.8486474162684481
79,Client_79,27,AT,Mid-Market,Consulting,11397.891530558136,2025-11-27 12:16:58.709263,0.28268743090180315
80,Client_80,62,IE,SME,Retail,12062.227891134768,2025-12-29 12:16:58.709269,0.7637157975313548
81,Client_81,77,BE,Mid-Market,Manufacturing,13158.48837330054,2025-11-13 12:16:58.709274,0.8526514040614604
82,Client_82,3,IT,SME,Retail,11542.421771064395,2025-12-07 12:16:58.709280,0.5490068746898807
83,Client_83,70,PL,Mid-Market,Consulting,13390.580648127308,2025-12-23 12:16:58.709286,0.41378523899049724
84,Client_84,72,AT,Mid-Market,Consulting,17531.005984310046,2025-12-24 12:16:58.709291,0.948652576426956
85,Client_85,27,ES,Mid-Market,Wholesale,16083.988569233166,2025-11-23 12:16:58.709297,0.16896961588122106
86,Client_86,9,IE,Mid-Market,Consulting,22782.232844109978,2025-12-09 12:16:58.709303,0.036273043112324044
87,Client_87,62,AT,Mid-Market,Commodity Trading,15184.844553549232,2026-01-25 12:16:58.709308,0.17914026378937742
88,Client_88,37,IT,SME,IT,16425.06743566105,2025-11-13 12:16:58.709314,0.6834539662014159
89,Client_89,51,FR,SME,Wholesale,18397.51716906949,2026-01-24 12:16:58.709319,0.7889459390259504
90,Client_90,44,AT,SME,Consulting,11076.993119287938,2025-12-04 12:16:58.709325,0.7168275698061163
91,Client_91,24,NL,Mid-Market,Retail,18328.798106708167,2025-12-07 12:16:58.709331,0.4198665539556833
92,Client_92,79,FR,SME,Consulting,11684.144073812136,2025-11-30 12:16:58.709336,0.9675735446534695
93,Client_93,59,AT,Mid-Market,Retail,15903.400682143947,2025-11-18 12:16:58.709342,0.44430192104756616
94,Client_94,32,SE,Mid-Market,Retail,17366.457710463957,2026-01-08 12:16:58.709348,0.9813049377211639
95,Client_95,52,AT,SME,Consulting,8777.427360888778,2026-01-09 12:16:58.709354,0.9181164571232269
96,Client_96,62,DE,SME,Retail,13378.297917828993,2026-01-20 12:16:58.709359,0.4071444525267157
97,Client_97,58,SE,Mid-Market,IT,14270.77982827257,2025-11-22 12:16:58.709365,0.16100863941167753
98,Client_98,52,IT,Mid-Market,Manufacturing,11117.003445457733,2026-01-01 12:16:58.709370,0.08983740947788454
99,Client_99,12,ES,SME,Wholesale,15475.959899148584,2025-11-10 12:16:58.709376,0.5314749522316655
100,Client_100,39,FR,Mid-Market,Consulting,19564.070562343106,2026-01-20 12:16:58.709382,0.76320796072394
101,Client_101,2,PL,SME,SaaS,11564.709083417618,2026-01-10 12:16:58.709387,0.17604769542717025
102,Client_102,3,IE,SME,Manufacturing,18035.118426752524,2025-12-30 12:16:58.709393,0.3182109385276658
103,Client_103,56,ES,Mid-Market,Retail,15949.922405291974,2025-12-13 12:16:58.709398,0.6305314711350183
104,Client_104,59,SE,Mid-Market,Retail,10408.533263629202,2025-12-23 12:16:58.709404,0.46086827153213883
105,Client_105,2,IE,Mid-Market,Wholesale,13224.937376438895,2026-01-25 12:16:58.709410,0.6038677779155065
106,Client_106,2,FR,Mid-Market,Manufacturing,15252.54323094712,2026-01-19 12:16:58.709415,0.676367585436527
107,Client_107,54,PL,SME,Manufacturing,19236.013516507144,2026-01-18 12:16:58.709421,0.3806950939871824
108,Client_108,1,NL,Mid-Market,Consulting,16879.24677068002,2025-11-05 12:16:58.709426,0.7859662976950674
109,Client_109,19,NL,SME,Retail,12416.080167306534,2025-11-23 12:16:58.709432,0.70286508554943
110,Client_110,2,PL,SME,SaaS,15660.688515262285,2026-01-27 12:16:58.709439,0.6875532285897135
111,Client_111,53,IE,Mid-Market,Commodity Trading,6064.872198657351,2026-01-24 12:16:58.709445,0.14948352262156195
112,Client_112,44,IT,SME,SaaS,17183.626209412938,2025-12-11 12:16:58.709451,0.4742355970098462
113,Client_113,32,IE,Mid-Market,Consulting,12176.733243344574,2026-01-10 12:16:58.709457,0.5771729173422276
114,Client_114,70,AT,Mid-Market,Consulting,11307.264195560278,2025-11-11 12:16:58.709462,0.226386218147278
115,Client_115,32,IE,SME,Consulting,13531.089490518245,2025-12-14 12:16:58.709468,0.7585670892610037
116,Client_116,68,IT,SME,Wholesale,10738.16400025797,2026-01-13 12:16:58.709473,0.12108069360972407
117,Client_117,55,ES,SME,Wholesale,13884.965059186361,2025-12-08 12:16:58.709479,0.149857494833461
118,Client_118,75,FR,Mid-Market,Consulting,17635.792906180133,2025-11-28 12:16:58.709485,0.4133192955745555
119,Client_119,56,IE,Mid-Market,IT,8552.150066284881,2026-01-24 12:16:58.709490,0.1353448010775543
120,Client_120,17,FR,SME,Commodity Trading,14258.720244565031,2026-01-09 12:16:58.709496,0.011643951905010885
121,Client_121,38,SE,Mid-Market,Manufacturing,14002.977100207461,2025-11-01 12:16:58.709501,0.41140192961650435
122,Client_122,24,NL,Mid-Market,Manufacturing,16032.596547833446,2025-11-12 12:16:58.709507,0.6485521398809275
123,Client_123,69,NL,SME,Retail,13917.231706756944,2026-01-17 12:16:58.709513,0.4951382995084366
124,Client_124,70,IT,Mid-Market,Manufacturing,17342.114078105857,2025-12-31 12:16:58.709518,0.05217969757825469
125,Client_125,11,SE,SME,SaaS,18580.679054072687,2025-12-02 12:16:58.709524,0.23246533705550199
126,Client_126,16,NL,SME,Manufacturing,17584.07701356687,2025-11-14 12:16:58.709530,0.5243486265212299
127,Client_127,73,IT,SME,Commodity Trading,12295.169839339831,2025-12-05 12:16:58.709535,0.7380927727347192
128,Client_128,59,IE,Mid-Market,Manufacturing,20309.250279678985,2025-11-24 12:16:58.709541,0.7939169643041383
129,Client_129,70,SE,SME,SaaS,11037.931303130095,2025-12-12 12:16:58.709546,0.5193684776051208
130,Client_130,80,AT,SME,Commodity Trading,16645.381067046997,2026-01-24 12:16:58.709554,0.6461274538066799
131,Client_131,3,AT,SME,Wholesale,17959.478407988547,2025-12-25 12:16:58.709560,0.9034173552698558
132,Client_132,20,AT,SME,Commodity Trading,20748.160918407404,2025-11-13 12:16:58.709566,0.06519874070728815
133,Client_133,59,ES,Mid-Market,Wholesale,17532.37896139955,2025-12-05 12:16:58.709571,0.09917255355357946
134,Client_134,36,AT,SME,Commodity Trading,12235.614514786763,2025-11-01 12:16:58.709577,0.45786008403696454
135,Client_135,19,SE,Mid-Market,Consulting,17264.46020150961,2025-11-28 12:16:58.709583,0.609734643189506
136,Client_136,67,DE,SME,SaaS,14108.519617123013,2025-11-06 12:16:58.709589,0.004634185938863222
137,Client_137,19,NL,Mid-Market,IT,17821.672400602052,2025-11-06 12:16:58.709594,0.4525483307226136
138,Client_138,20,AT,Mid-Market,Wholesale,15093.295259356002,2026-01-08 12:16:58.709600,0.1727608889476976
139,Client_139,71,SE,Mid-Market,Wholesale,18801.02171950539,2026-01-25 12:16:58.709606,0.6451046426551533
140,Client_140,52,BE,Mid-Market,Manufacturing,14600.497635915333,2025-12-19 12:16:58.709611,0.26773557074867327
141,Client_141,33,IE,SME,Wholesale,17333.6184955489,2025-11-20 12:16:58.709617,0.90193812758223
142,Client_142,40,ES,SME,Commodity Trading,12661.912716710598,2026-01-05 12:16:58.709622,0.06384744074763682
143,Client_143,39,FR,Mid-Market,Consulting,18064.739865370095,2025-11-20 12:16:58.709628,0.8092060528166539
144,Client_144,1,IT,Mid-Market,Consulting,8075.445981297906,2025-12-27 12:16:58.709633,0.392327551948907
145,Client_145,11,BE,Mid-Market,Manufacturing,16633.63356754303,2026-01-04 12:16:58.709639,0.8571605858391863
146,Client_146,57,BE,SME,Commodity Trading,15621.054172333548,2025-12-08 12:16:58.709645,0.8151226080257811
147,Client_147,50,ES,Mid-Market,Commodity Trading,14971.54554244897,2025-12-01 12:16:58.709651,0.23929269475780046
148,Client_148,23,IT,Mid-Market,Retail,8016.989271181113,2025-12-17 12:16:58.709656,0.05056776329618384
149,Client_149,31,ES,SME,Wholesale,13037.10936461337,2025-12-24 12:16:58.709662,0.6955214114117233
150,Client_150,42,AT,SME,Manufacturing,18132.623861164997,2025-12-27 12:16:58.709668,0.20439455108528493
151,Client_151,7,FR,SME,Consulting,11994.219402775681,2025-12-05 12:16:58.709673,0.9305071046945709
152,Client_152,16,IT,SME,SaaS,10118.204301266069,2025-12-14 12:16:58.709679,0.06723061222328619
153,Client_153,60,SE,SME,IT,11295.549196893948,2025-12-11 12:16:58.709685,0.32398005464878166
154,Client_154,2,NL,SME,Retail,18091.09760698297,2025-11-03 12:16:58.709690,0.012649007501816967
155,Client_155,1,ES,Mid-Market,Commodity Trading,15897.766070814709,2025-11-04 12:16:58.709696,0.3170196058180965
156,Client_156,48,FR,Mid-Market,Wholesale,18789.38840736695,2025-12-10 12:16:58.709701,0.54125868032509
157,Client_157,12,IE,SME,Consulting,16611.35909312666,2025-12-25 12:16:58.709707,0.6548625575390541
158,Client_158,69,DE,Mid-Market,SaaS,11918.822996043753,2026-01-12 12:16:58.709713,0.7264338263871778
159,Client_159,37,IE,SME,Retail,20000.219499021467,2026-01-17 12:16:58.709718,0.8334501913223493
160,Client_160,32,DE,Mid-Market,Commodity Trading,12692.743230738915,2026-01-09 12:16:58.709724,0.11078412863213927
161,Client_161,9,PL,SME,Consulting,12041.172727255966,2025-12-30 12:16:58.709729,0.7618726402445873
162,Client_162,19,SE,SME,Consulting,15276.743346204868,2025-12-05 12:16:58.709735,0.27836877638225654
163,Client_163,48,PL,Mid-Market,Commodity Trading,15766.665625189924,2025-12-06 12:16:58.709740,0.13824681812189776
164,Client_164,80,ES,Mid-Market,Commodity Trading,17025.8794211442,2025-11-22 12:16:58.709746,0.2656551426391174
165,Client_165,3,ES,SME,Manufacturing,13502.752370907412,2025-11-07 12:16:58.709751,0.8579930793569406
166,Client_166,20,DE,SME,Consulting,18741.874646348355,2025-11-07 12:16:58.709757,0.6273916838991521
167,Client_167,24,IT,SME,Commodity Trading,12557.729225204912,2025-11-13 12:16:58.709763,0.5973814918859625
168,Client_168,54,FR,SME,IT,11224.019308225925,2025-11-07 12:16:58.709768,0.5846369177504803
169,Client_169,33,AT,SME,SaaS,8636.252914350094,2025-12-27 12:16:58.709774,0.4086275411554987
170,Client_170,24,BE,SME,SaaS,13812.300179373176,2025-11-06 12:16:58.709779,0.417004566064648
171,Client_171,75,ES,Mid-Market,IT,17013.928066245557,2025-12-03 12:16:58.709785,0.14832445785768156
172,Client_172,72,PL,Mid-Market,SaaS,16653.21924517474,2025-11-26 12:16:58.709791,0.3326129953014595
173,Client_173,36,PL,Mid-Market,Retail,15432.282940342659,2026-01-24 12:16:58.709796,0.5120321413998116
174,Client_174,38,IE,Mid-Market,SaaS,13063.336212120508,2026-01-17 12:16:58.709802,0.6060176960592657
175,Client_175,25,SE,Mid-Market,Wholesale,18215.10524086307,2026-01-25 12:16:58.709808,0.07163871848838366
176,Client_176,18,DE,SME,SaaS,14717.705648454652,2026-01-01 12:16:58.709813,0.33381024024744166
177,Client_177,66,BE,SME,IT,15652.426025759989,2025-11-09 12:16:58.709819,0.3394207726626185
178,Client_178,54,DE,Mid-Market,Manufacturing,10953.950960489761,2025-12-15 12:16:58.709825,0.5150701995532218
179,Client_179,35,ES,SME,Commodity Trading,8885.256105732817,2026-01-10 12:16:58.709830,0.71003450610699
180,Client_180,80,NL,Mid-Market,Wholesale,17057.18267882654,2025-12-29 12:16:58.709836,0.6352326508422617
181,Client_181,61,BE,Mid-Market,Manufacturing,22025.032968746877,2025-11-01 12:16:58.709841,0.570885203913896
182,Client_182,41,IE,SME,Consulting,15802.369605985868,2025-11-19 12:16:58.709847,0.29141866588038834
183,Client_183,33,PL,SME,Wholesale,17074.519733374254,2025-12-12 12:16:58.709852,0.8390564496394354
184,Client_184,68,IE,Mid-Market,IT,17009.97239738837,2025-12-25 12:16:58.709858,0.7852925750705796
185,Client_185,33,ES,Mid-Market,Manufacturing,14694.134079097981,2025-11-13 12:16:58.709864,0.18361279217439985
186,Client_186,14,NL,Mid-Market,Commodity Trading,9813.058320535278,2025-12-17 12:16:58.709869,0.6551315691279657
187,Client_187,21,AT,Mid-Market,Commodity Trading,16677.234568778014,2026-01-05 12:16:58.709875,0.9066545820311765
188,Client_188,48,BE,SME,SaaS,19061.16722190956,2025-12-19 12:16:58.709880,0.43560129178555007
189,Client_189,20,DE,Mid-Market,Manufacturing,16110.75561650972,2026-01-13 12:16:58.709886,0.9247692713185036
190,Client_190,8,BE,SME,Consulting,13858.927976962683,2025-11-09 12:16:58.709891,0.021963776142642666
191,Client_191,7,PL,Mid-Market,SaaS,15814.669604178906,2025-12-02 12:16:58.709897,0.5162399987841801
192,Client_192,67,DE,Mid-Market,IT,14369.342825498632,2026-01-14 12:16:58.709903,0.25627002929185005
193,Client_193,17,AT,SME,Manufacturing,18511.6557494312,2025-11-10 12:16:58.709908,0.2621573968019385
194,Client_194,33,AT,SME,Retail,15236.522078817126,2026-01-16 12:16:58.709914,0.8775471981557196
195,Client_195,48,SE,SME,Manufacturing,16771.323372003906,2025-12-24 12:16:58.709920,0.31149946852798316
196,Client_196,76,DE,SME,Manufacturing,18006.462974612125,2026-01-03 12:16:58.709925,0.02333123012003302
197,Client_197,59,FR,SME,IT,16786.60448675234,2025-11-11 12:16:58.709931,0.5396886871105874
198,Client_198,22,NL,Mid-Market,Commodity Trading,14812.108157038985,2026-01-26 12:16:58.709937,0.97086304293725
199,Client_199,30,FR,Mid-Market,SaaS,10094.27564115508,2026-01-10 12:16:58.709942,0.07909549188583642
200,Client_200,38,AT,Mid-Market,Consulting,15945.818271483378,2025-12-24 12:16:58.709948,0.2862998987070715
201,Client_201,51,DE,SME,SaaS,17415.1761335288,2026-01-19 12:16:58.709953,0.4695031769349971
202,Client_202,54,SE,SME,Manufacturing,9814.141177481219,2026-01-17 12:16:58.709959,0.8304801103441465
203,Client_203,8,BE,SME,Wholesale,15884.120433172982,2025-10-30 12:16:58.709965,0.2688951477009687
204,Client_204,27,BE,Mid-Market,Commodity Trading,14657.057568821825,2025-11-22 12:16:58.709970,0.3436852518080248
205,Client_205,27,BE,SME,Commodity Trading,7831.89601446519,2025-11-20 12:16:58.709976,0.3844949743681346
206,Client_206,21,SE,Mid-Market,Manufacturing,15627.541261097584,2025-11-15 12:16:58.709981,0.379634125747924
207,Client_207,30,ES,Mid-Market,IT,18773.947022030923,2025-12-21 12:16:58.709987,0.20034524945788457
208,Client_208,28,DE,Mid-Market,Wholesale,14713.463485035874,2025-11-19 12:16:58.709993,0.9156658816312536
209,Client_209,64,FR,SME,Manufacturing,8394.329043843878,2025-11-14 12:16:58.709998,0.7929103006802306
210,Client_210,69,NL,Mid-Market,Wholesale,15701.188331811201,2025-11-08 12:16:58.710004,0.9756427796199837
211,Client_211,61,AT,Mid-Market,Commodity Trading,17916.761952718403,2025-11-30 12:16:58.710009,0.3709937434158389
212,Client_212,48,NL,Mid-Market,Wholesale,12067.95914292219,2025-11-23 12:16:58.710015,0.04529529831429835
213,Client_213,19,AT,SME,SaaS,13904.380443925382,2025-12-18 12:16:58.710020,0.11550108578028184
214,Client_214,4,DE,Mid-Market,Manufacturing,13515.390211034286,2026-01-04 12:16:58.710026,0.3574836237098711
215,Client_215,35,DE,SME,Retail,14893.581715022057,2025-12-09 12:16:58.710032,0.911064102056083
216,Client_216,64,IE,SME,Retail,13422.29007503737,2026-01-23 12:16:58.710037,0.9810847342675424
217,Client_217,49,FR,Mid-Market,Wholesale,18580.28750279616,2026-01-07 12:16:58.710043,0.8219971061285364
218,Client_218,17,PL,Mid-Market,IT,18504.065550563086,2026-01-22 12:16:58.710048,0.23842547197868746
219,Client_219,44,AT,SME,Manufacturing,12718.464421058416,2026-01-24 12:16:58.710054,0.6596994316024859
220,Client_220,30,IT,Mid-Market,Consulting,18577.898263667164,2026-01-19 12:16:58.710060,0.5966072788035723
221,Client_221,46,PL,SME,Retail,9585.509772934338,2025-11-20 12:16:58.710065,0.8232523574151253
222,Client_222,6,BE,SME,Commodity Trading,12098.598082577371,2025-11-21 12:16:58.710071,0.5097493520925303
223,Client_223,37,NL,SME,SaaS,16402.256530716506,2026-01-19 12:16:58.710076,0.31812986649668296
224,Client_224,24,DE,Mid-Market,Manufacturing,14797.427690219172,2026-01-10 12:16:58.710082,0.01927761084196289
225,Client_225,46,IT,SME,Manufacturing,14968.776128902431,2025-11-30 12:16:58.710088,0.795026194119672
226,Client_226,53,AT,SME,SaaS,15669.84311610688,2025-12-16 12:16:58.710093,0.5302483289956346
227,Client_227,60,ES,Mid-Market,Retail,13084.795905981562,2025-11-09 12:16:58.710099,0.534187377609642
228,Client_228,63,AT,Mid-Market,SaaS,18295.96210898373,2025-11-23 12:16:58.710104,0.9570623306500423
229,Client_229,32,NL,SME,SaaS,16624.854248007454,2025-12-30 12:16:58.710110,0.4862274627706408
230,Client_230,33,AT,SME,Consulting,14235.540258846295,2025-12-11 12:16:58.710115,0.31580133280052347
231,Client_231,67,AT,SME,SaaS,17325.13624623687,2025-12-08 12:16:58.710121,0.33983796753579754
232,Client_232,18,SE,Mid-Market,Commodity Trading,15915.448996601226,2025-12-17 12:16:58.710126,0.011746895223129994
233,Client_233,25,FR,SME,Consulting,13820.393360427508,2025-12-23 12:16:58.710132,0.12235103367847489
234,Client_234,54,PL,SME,Commodity Trading,13692.160072109076,2025-11-13 12:16:58.710138,0.04380876327480665
235,Client_235,58,ES,Mid-Market,Retail,11101.582139770333,2025-12-14 12:16:58.710144,0.24326015657943256
236,Client_236,67,DE,Mid-Market,Manufacturing,12713.168439372288,2025-12-24 12:16:58.710149,0.06465232962154743
237,Client_237,46,AT,SME,Commodity Trading,13993.275949959332,2026-01-22 12:16:58.710155,0.33111626633057667
238,Client_238,24,ES,Mid-Market,Manufacturing,14801.261869804279,2025-12-22 12:16:58.710161,0.12612951522186056
239,Client_239,32,IE,SME,Wholesale,11817.349322871454,2025-12-23 12:16:58.710166,0.917919045608133
240,Client_240,47,AT,SME,Wholesale,14670.91272149447,2025-11-05 12:16:58.710172,0.9383839107105862
241,Client_241,23,SE,Mid-Market,Retail,12923.401455378587,2026-01-12 12:16:58.710177,0.6034564537045282
242,Client_242,66,SE,SME,Retail,12410.376280578515,2025-11-17 12:16:58.710183,0.8054877522920855
243,Client_243,27,IT,SME,IT,16103.654491581823,2026-01-06 12:16:58.710189,0.6772112863618505
244,Client_244,2,BE,Mid-Market,Retail,15066.587021621042,2025-11-20 12:16:58.710194,0.8111088897307067
245,Client_245,17,NL,SME,Wholesale,14146.332599221334,2025-11-20 12:16:58.710200,0.6398072028893949
246,Client_246,33,PL,Mid-Market,Commodity Trading,16080.647896387836,2025-11-26 12:16:58.710205,0.4301936717686453
247,Client_247,9,IE,SME,SaaS,10699.737502163436,2025-11-14 12:16:58.710211,0.873754457261752
248,Client_248,43,NL,Mid-Market,SaaS,10942.634986827985,2026-01-09 12:16:58.710216,0.43806638958809496
249,Client_249,48,NL,Mid-Market,SaaS,13334.38550676812,2025-11-08 12:16:58.710222,0.3962124893540009
250,Client_250,39,IT,Mid-Market,Consulting,14014.930455843913,2026-01-10 12:16:58.710228,0.6243831421641157
