client_id,cpm_id,opportunity_stage,last_update,expected_value
136,67,Activated,2025-12-23 12:17:14.738093,9366.476679596302
137,19,Discovery,2025-12-01 12:17:14.738098,22006.175463528718
138,20,Closed Lost,2025-11-02 12:17:14.738103,9448.418071376225
139,71,Qualified,2025-12-22 12:17:14.738109,13375.246867510681
140,52,Onboarded,2025-11-04 12:17:14.738114,8069.7613820550105
141,33,Activated,2025-12-05 12:17:14.738119,23352.793623691265
142,40,Onboarded,2026-01-20 12:17:14.738124,17579.352383613128
143,39,Qualified,2025-12-11 12:17:14.738129,25152.107613513283
144,1,Onboarded,2025-11-30 12:17:14.738134,4330.225148178819
145,11,Demo,2025-11-10 12:17:14.738139,11948.709000420962
146,57,Discovery,2025-10-31 12:17:14.738144,18525.16070850476
147,50,Qualified,2026-01-21 12:17:14.738149,21974.56062347556
148,23,Qualified,2025-12-29 12:17:14.738154,10528.409223837985
149,31,Activated,2025-11-21 12:17:14.738160,17839.46809747487
150,42,Onboarded,2026-01-23 12:17:14.738165,10041.283109528593
151,7,Demo,2025-12-29 12:17:14.738170,9602.422417822545
152,16,Onboarded,2025-11-26 12:17:14.738175,13935.331176369576
153,60,Activated,2025-11-04 12:17:14.738181,6497.3773505695735
154,2,Closed Lost,2025-11-06 12:17:14.738186,17942.53389874403
155,1,Activated,2026-01-01 12:17:14.738191,15472.374142873103
156,48,Discovery,2025-11-26 12:17:14.738196,16851.57833145741
157,12,Onboarded,2025-11-13 12:17:14.738201,10914.296645070935
158,69,Demo,2025-12-03 12:17:14.738206,11668.629222172905
159,37,Onboarded,2025-11-21 12:17:14.738211,26616.47937514977
160,32,Qualified,2026-01-10 12:17:14.738216,11802.85302955483
161,9,Activated,2025-11-13 12:17:14.738221,6464.462464268725
162,19,Onboarded,2025-11-20 12:17:14.738226,16565.273661755877
163,48,Qualified,2025-11-23 12:17:14.738231,18274.14137093947
164,80,Demo,2026-01-20 12:17:14.738236,12615.262529522646
165,3,Discovery,2025-12-23 12:17:14.738241,14152.328352336915
166,20,Qualified,2025-11-16 12:17:14.738247,28014.519620181552
167,24,Closed Lost,2025-12-22 12:17:14.738252,12195.676468947368
168,54,Activated,2025-11-25 12:17:14.738261,14536.864199129866
169,33,Activated,2025-12-15 12:17:14.738267,5936.696308520612
170,24,Closed Lost,2026-01-26 12:17:14.738273,7052.049277040577
171,75,Closed Lost,2025-11-27 12:17:14.738278,20536.678459918523
172,72,Onboarded,2025-12-12 12:17:14.738283,22021.280385750095
173,36,Demo,2026-01-18 12:17:14.738288,9111.681562583037
174,38,Activated,2025-12-18 12:17:14.738295,14930.961709751607
175,25,Activated,2025-12-11 12:17:14.738300,14280.65966178073
176,18,Demo,2025-10-31 12:17:14.738305,7397.819286882105
177,66,Qualified,2025-11-20 12:17:14.738311,13062.095110009202
178,54,Closed Lost,2025-11-18 12:17:14.738316,9332.741580053922
179,35,Qualified,2025-12-28 12:17:14.738321,6685.977524019911
180,80,Demo,2025-12-03 12:17:14.738326,11940.111938994929
181,61,Demo,2026-01-26 12:17:14.738331,25275.08260311897
182,41,Onboarded,2026-01-05 12:17:14.738336,7976.557144641118
183,33,Onboarded,2026-01-05 12:17:14.738341,18474.183843826086
184,68,Qualified,2025-12-22 12:17:14.738347,12342.232889624094
185,33,Onboarded,2026-01-26 12:17:14.738352,11094.535465778434
186,14,Closed Lost,2026-01-13 12:17:14.738357,13233.777708990354
187,21,Demo,2026-01-01 12:17:14.738362,19131.2942886126
188,48,Closed Lost,2025-11-12 12:17:14.738367,26719.39600564213
189,20,Demo,2025-12-18 12:17:14.738372,17462.666561004695
190,8,Onboarded,2025-11-18 12:17:14.738377,11241.65911695754
191,7,Activated,2025-12-11 12:17:14.738382,19970.484033985354
192,67,Demo,2025-11-27 12:17:14.738387,20871.582311990984
193,17,Discovery,2026-01-12 12:17:14.738392,18208.6389843188
194,33,Onboarded,2025-12-09 12:17:14.738397,18073.61289852481
195,48,Discovery,2025-12-15 12:17:14.738403,8652.520599536661
196,76,Discovery,2025-11-09 12:17:14.738408,21864.741121665345
197,59,Closed Lost,2025-12-26 12:17:14.738413,13619.384154620024
198,22,Closed Lost,2025-11-02 12:17:14.738418,14835.698225604241
199,30,Qualified,2025-12-04 12:17:14.738423,13356.865565530465
200,38,Discovery,2025-11-12 12:17:14.738428,15817.802239483713
201,51,Discovery,2025-11-04 12:17:14.738433,13533.474686733553
202,54,Demo,2025-12-02 12:17:14.738439,8447.461640925725
203,8,Qualified,2025-11-10 12:17:14.738444,20979.264176860706
204,27,Qualified,2025-11-04 12:17:14.738449,8507.084195399408
205,27,Closed Lost,2025-12-27 12:17:14.738454,8010.091801529668
206,21,Onboarded,2025-12-11 12:17:14.738459,18858.40876824096
207,30,Demo,2025-11-06 12:17:14.738464,10485.601240425465
208,28,Onboarded,2025-12-22 12:17:14.738469,10594.755466652963
209,64,Qualified,2025-11-18 12:17:14.738474,12549.826364434115
210,69,Demo,2026-01-06 12:17:14.738479,10091.009088944344
211,61,Activated,2026-01-19 12:17:14.738484,13573.271625752155
212,48,Demo,2025-11-29 12:17:14.738489,7767.741071155889
213,19,Activated,2025-12-29 12:17:14.738494,10216.24383947539
214,4,Demo,2026-01-03 12:17:14.738500,8503.673817753932
215,35,Demo,2026-01-24 12:17:14.738505,12828.471500052949
216,64,Qualified,2026-01-17 12:17:14.738510,17888.740803973407
217,49,Activated,2025-11-28 12:17:14.738515,11934.970226248097
218,17,Qualified,2025-12-30 12:17:14.738520,19391.306847707656
219,44,Closed Lost,2025-11-22 12:17:14.738525,18541.01456079516
220,30,Qualified,2025-12-12 12:17:14.738530,19247.29699459072
221,46,Qualified,2025-12-26 12:17:14.738535,13555.822760809135
222,6,Discovery,2025-12-21 12:17:14.738540,9029.226846525075
223,37,Activated,2026-01-20 12:17:14.738545,20860.51109348347
224,24,Closed Lost,2026-01-07 12:17:14.738550,21042.178516254113
225,46,Activated,2025-11-12 12:17:14.738556,18199.56598296152
226,53,Closed Lost,2025-12-07 12:17:14.738561,23152.11154244995
227,60,Closed Lost,2026-01-27 12:17:14.738566,16918.000049827744
228,63,Activated,2026-01-09 12:17:14.738571,10811.171034253057
229,32,Closed Lost,2025-12-27 12:17:14.738576,18622.360560723388
230,33,Activated,2026-01-06 12:17:14.738581,12175.960333382181
231,67,Discovery,2025-11-01 12:17:14.738586,22965.47793229429
232,18,Onboarded,2025-12-03 12:17:14.738591,14149.325734510636
233,25,Closed Lost,2026-01-20 12:17:14.738596,14290.468128736537
234,54,Qualified,2025-12-24 12:17:14.738602,17229.654201620117
235,58,Demo,2026-01-06 12:17:14.738607,11819.435128638206
236,67,Qualified,2025-11-16 12:17:14.738612,11256.34909173143
237,46,Activated,2025-11-06 12:17:14.738617,20749.607785965818
238,24,Discovery,2025-12-08 12:17:14.738622,20598.744739359787
239,32,Demo,2025-12-13 12:17:14.738628,9618.724310334304
240,47,Demo,2025-12-18 12:17:14.738633,15782.907656558598
241,23,Demo,2026-01-26 12:17:14.738638,16102.435689850903
242,66,Closed Lost,2025-12-12 12:17:14.738643,11515.143588804265
243,27,Discovery,2025-11-22 12:17:14.738648,23094.383622938254
244,2,Demo,2025-11-24 12:17:14.738653,14290.616041805992
245,17,Discovery,2026-01-01 12:17:14.738658,7649.2895567626165
246,33,Qualified,2025-11-07 12:17:14.738664,23073.649433380026
247,9,Qualified,2025-12-22 12:17:14.738669,14088.479934401468
248,43,Demo,2026-01-09 12:17:14.738674,12418.611158426733
249,48,Demo,2025-12-02 12:17:14.738679,12156.7295018924
250,39,Activated,2025-12-23 12:17:14.738684,17783.298325906042
251,42,Demo,2025-12-28 12:17:14.738690,12586.408073480436
252,26,Discovery,2025-12-20 12:17:14.738695,18196.537464334862
253,50,Demo,2025-12-08 12:17:14.738700,13590.38977683642
254,25,Activated,2025-11-02 12:17:14.738706,23092.430147403207
255,24,Closed Lost,2025-12-12 12:17:14.738711,7618.717340149323
256,13,Qualified,2026-01-04 12:17:14.738716,10866.50508302446
257,60,Demo,2025-12-21 12:17:14.738721,8868.238103927917
258,7,Demo,2025-11-15 12:17:14.738727,10121.397605515074
259,57,Onboarded,2026-01-01 12:17:14.738732,12275.236922871429
260,36,Demo,2026-01-08 12:17:14.738738,11542.434959513042
261,45,Closed Lost,2025-12-22 12:17:14.738743,18551.725177189706
262,20,Onboarded,2025-11-11 12:17:14.738749,11846.708857616017
263,65,Onboarded,2025-11-05 12:17:14.738754,17433.11636058033
264,8,Discovery,2026-01-24 12:17:14.738760,16628.38572693111
265,16,Activated,2026-01-04 12:17:14.738766,8823.265013051716
266,14,Activated,2025-12-25 12:17:14.738771,17597.22633380489
267,76,Closed Lost,2025-11-14 12:17:14.738776,7937.017472205469
268,15,Qualified,2025-11-16 12:17:14.738782,12867.532847487919
269,66,Discovery,2026-01-13 12:17:14.738788,11947.763601009525
270,32,Discovery,2025-12-03 12:17:14.738793,11999.420509106176
271,63,Discovery,2025-11-30 12:17:14.738798,15398.14811390168
272,51,Closed Lost,2025-12-09 12:17:14.738803,7094.831292281892
273,25,Qualified,2026-01-09 12:17:14.738808,19201.77782986592
274,58,Qualified,2025-11-20 12:17:14.738813,11303.994372734092
275,63,Closed Lost,2025-11-17 12:17:14.738818,22032.849759349174
276,62,Closed Lost,2025-11-02 12:17:14.738823,9061.237394389293
277,22,Qualified,2025-12-11 12:17:14.738829,12761.530635338017
278,58,Activated,2025-11-17 12:17:14.738834,19391.07777679977
279,58,Demo,2026-01-01 12:17:14.738839,13162.916627371173
280,49,Qualified,2026-01-18 12:17:14.738844,16752.885310949547
281,52,Discovery,2026-01-14 12:17:14.738849,13522.77825034475
282,42,Closed Lost,2026-01-26 12:17:14.738854,9573.958158127556
283,70,Demo,2026-01-20 12:17:14.738859,17801.88256040955
284,15,Demo,2025-12-27 12:17:14.738864,8360.870504851802
285,54,Activated,2025-11-15 12:17:14.738869,6642.445321091419
286,60,Onboarded,2026-01-26 12:17:14.738874,12857.928355030306
287,8,Onboarded,2026-01-14 12:17:14.738879,20949.56697154889
288,53,Demo,2026-01-11 12:17:14.738884,16643.934490252454
289,60,Qualified,2025-11-23 12:17:14.738889,20099.462400792752
290,5,Closed Lost,2025-12-06 12:17:14.738894,19429.01170431431
291,68,Demo,2025-12-04 12:17:14.738899,14716.145897529557
292,6,Closed Lost,2025-11-14 12:17:14.738904,10615.666594508652
293,47,Activated,2025-12-07 12:17:14.738910,21085.55605066752
294,55,Discovery,2025-11-24 12:17:14.738915,20611.5185549427
295,40,Discovery,2025-12-02 12:17:14.738920,22780.796976865127
296,52,Onboarded,2026-01-23 12:17:14.738925,18027.307576968367
297,16,Discovery,2025-11-06 12:17:14.738930,9439.187907781585
298,13,Activated,2025-12-02 12:17:14.738935,9486.425141776885
299,30,Discovery,2026-01-23 12:17:14.738940,10558.97823443945
300,19,Onboarded,2025-11-20 12:17:14.738945,9194.381359035558
301,17,Onboarded,2025-12-18 12:17:14.738950,20315.22125843875
302,63,Discovery,2025-12-16 12:17:14.738955,18755.421153127227
303,19,Closed Lost,2025-11-10 12:17:14.738961,12809.599612288384
304,58,Discovery,2025-11-01 12:17:14.738966,12466.829114397002
305,55,Qualified,2025-12-09 12:17:14.738971,17428.560790435662
306,62,Qualified,2025-11-14 12:17:14.738976,8621.677366336064
307,23,Activated,2025-12-05 12:17:14.738981,21379.00365683536
308,9,Demo,2025-12-19 12:17:14.738986,17185.69770881789
309,12,Activated,2026-01-15 12:17:14.738991,11330.4344090925
310,1,Activated,2026-01-02 12:17:14.738996,22325.33706635701
311,58,Discovery,2025-12-17 12:17:14.739002,18706.38756906211
312,1,Demo,2025-11-25 12:17:14.739007,7684.399297668881
313,34,Demo,2026-01-06 12:17:14.739012,19261.996721482792
314,48,Activated,2025-11-11 12:17:14.739017,15651.360710481786
315,1,Demo,2025-12-01 12:17:14.739022,9213.66786025171
316,16,Closed Lost,2025-11-17 12:17:14.739027,11411.998396038802
317,61,Qualified,2026-01-14 12:17:14.739032,9143.121997481563
318,64,Demo,2026-01-07 12:17:14.739037,12728.267236469024
319,63,Discovery,2025-11-03 12:17:14.739043,11078.159515611733
320,69,Qualified,2025-10-30 12:17:14.739048,9998.701816983094
321,22,Closed Lost,2025-12-02 12:17:14.739053,12678.579852832016
322,67,Demo,2026-01-06 12:17:14.739058,15859.59326842142
323,76,Activated,2025-11-27 12:17:14.739063,20303.769754270066
324,26,Onboarded,2025-12-27 12:17:14.739068,28000.026946393726
325,16,Discovery,2025-12-01 12:17:14.739077,15688.328767239625
326,51,Onboarded,2025-11-19 12:17:14.739082,24342.920236250877
327,57,Discovery,2025-12-31 12:17:14.739087,6026.09562719438
328,29,Closed Lost,2025-12-01 12:17:14.739093,17920.610428730837
329,78,Discovery,2026-01-02 12:17:14.739098,8622.826223221855
330,69,Onboarded,2025-11-11 12:17:14.739104,17658.493506912593
331,47,Qualified,2025-11-23 12:17:14.739109,19484.830709712194
332,62,Demo,2025-11-13 12:17:14.739114,14346.913344291037
333,69,Demo,2026-01-22 12:17:14.739120,15572.324502213565
334,76,Discovery,2025-11-06 12:17:14.739136,7553.7659207217985
335,16,Activated,2025-11-24 12:17:14.739142,6971.50561688747
336,48,Onboarded,2025-12-10 12:17:14.739148,20407.165510466595
337,39,Closed Lost,2026-01-04 12:17:14.739153,14059.541955148698
338,33,Closed Lost,2025-12-15 12:17:14.739158,10948.968709088527
339,23,Demo,2025-12-21 12:17:14.739164,7183.542676021015
340,10,Activated,2025-12-24 12:17:14.739169,21282.87845385408
341,69,Closed Lost,2025-10-30 12:17:14.739174,9462.454117053929
342,34,Qualified,2025-12-19 12:17:14.739179,19239.528842011274
343,52,Discovery,2025-12-10 12:17:14.739185,24978.101925108836
344,10,Demo,2025-11-17 12:17:14.739190,12515.098401631858
345,19,Demo,2025-12-02 12:17:14.739195,23633.771571724203
346,58,Demo,2026-01-05 12:17:14.739200,10505.68453100857
347,1,Closed Lost,2025-12-02 12:17:14.739206,10436.739676670537
348,69,Onboarded,2026-01-17 12:17:14.739211,13502.063441077176
349,4,Activated,2025-12-04 12:17:14.739216,16940.768023721714
350,16,Demo,2025-11-29 12:17:14.739221,5820.38146278702
351,24,Qualified,2025-11-14 12:17:14.739227,10337.169720042224
352,80,Onboarded,2026-01-07 12:17:14.739232,17358.722489425363
353,2,Demo,2025-11-10 12:17:14.739237,7255.620505337199
354,32,Demo,2026-01-10 12:17:14.739243,23335.208367900657
355,24,Demo,2025-11-21 12:17:14.739248,10122.605823710923
356,12,Activated,2025-12-13 12:17:14.739254,7956.22973449893
357,50,Discovery,2025-12-22 12:17:14.739259,11576.788667315363
358,35,Activated,2026-01-26 12:17:14.739264,13909.697040732652
359,33,Closed Lost,2025-12-19 12:17:14.739269,8243.172989572384
360,33,Demo,2025-12-21 12:17:14.739274,11118.172893525913
361,61,Closed Lost,2026-01-19 12:17:14.739280,10720.97276998546
362,51,Onboarded,2025-12-03 12:17:14.739285,9657.74853378879
363,43,Qualified,2026-01-24 12:17:14.739290,11179.925691416856
364,12,Demo,2025-11-11 12:17:14.739295,9293.341607347409
365,67,Demo,2026-01-25 12:17:14.739300,12065.781163352554
366,65,Closed Lost,2025-11-25 12:17:14.739305,13465.590111449046
367,33,Qualified,2025-11-24 12:17:14.739310,8512.627989539536
368,40,Demo,2025-11-25 12:17:14.739315,14661.558411638227
369,74,Onboarded,2025-11-09 12:17:14.739321,14837.189792062434
370,43,Demo,2026-01-03 12:17:14.739326,7993.112963123835
371,44,Qualified,2025-11-25 12:17:14.739331,13015.473870556798
372,29,Discovery,2026-01-08 12:17:14.739336,19336.531367575306
373,13,Qualified,2026-01-11 12:17:14.739341,7589.477395843464
374,12,Onboarded,2025-12-15 12:17:14.739346,12654.546456837881
375,46,Activated,2025-12-22 12:17:14.739351,19146.101806020317
376,2,Closed Lost,2026-01-02 12:17:14.739356,10799.581778585643
377,35,Closed Lost,2025-11-26 12:17:14.739362,13138.482034526647
378,8,Closed Lost,2026-01-06 12:17:14.739367,16472.112805846136
379,26,Activated,2025-12-11 12:17:14.739372,11612.420382059301
380,74,Qualified,2025-11-12 12:17:14.739377,9173.054578555933
381,34,Activated,2025-12-17 12:17:14.739382,16482.021800815895
382,7,Demo,2025-12-28 12:17:14.739387,22348.041716187116
383,68,Onboarded,2025-11-14 12:17:14.739392,16001.430778658709
384,58,Demo,2026-01-11 12:17:14.739397,17126.61619368093
385,75,Closed Lost,2026-01-08 12:17:14.739403,8077.185783074088
386,29,Closed Lost,2026-01-25 12:17:14.739408,13276.19366648229
387,36,Qualified,2025-11-25 12:17:14.739413,27216.684730066536
388,21,Qualified,2025-12-08 12:17:14.739418,18823.07349486182
389,36,Closed Lost,2025-12-16 12:17:14.739423,12945.63450650847
390,10,Qualified,2025-11-21 12:17:14.739428,19684.50062640942
391,73,Demo,2025-11-19 12:17:14.739433,13990.619097890256
392,24,Closed Lost,2026-01-14 12:17:14.739438,15307.759783928588
393,64,Onboarded,2025-11-27 12:17:14.739444,13380.929607893308
394,49,Closed Lost,2025-11-22 12:17:14.739449,18785.0370366052
395,36,Qualified,2025-12-29 12:17:14.739454,14295.110780660918
396,24,Onboarded,2025-12-31 12:17:14.739459,19109.310794521472
397,23,Discovery,2025-12-19 12:17:14.739464,17137.651276913948
398,62,Activated,2025-12-14 12:17:14.739469,8850.980664769364
399,37,Demo,2025-12-07 12:17:14.739475,10518.960175004302
400,12,Demo,2025-11-30 12:17:14.739480,15619.015057779718
401,55,Closed Lost,2025-12-20 12:17:14.739485,25320.396774143588
402,13,Qualified,2026-01-21 12:17:14.739491,7989.785432390541
403,23,Demo,2026-01-04 12:17:14.739497,9803.098784814321
404,30,Qualified,2025-11-22 12:17:14.739502,23882.4276485057
405,17,Demo,2025-12-14 12:17:14.739507,8746.829889805162
406,62,Demo,2025-12-17 12:17:14.739512,18400.826708781533
407,13,Demo,2025-10-31 12:17:14.739517,11394.915733936306
408,59,Onboarded,2025-11-28 12:17:14.739522,17429.51962166019
409,19,Demo,2025-11-26 12:17:14.739528,11503.888149556698
410,49,Qualified,2025-12-22 12:17:14.739533,10343.510595891423
411,12,Qualified,2025-12-22 12:17:14.739538,9184.556333249504
412,61,Qualified,2025-11-08 12:17:14.739543,4833.861017814306
413,19,Demo,2025-11-07 12:17:14.739548,20131.045209789867
414,76,Closed Lost,2026-01-14 12:17:14.739553,24946.986619347826
415,9,Discovery,2026-01-10 12:17:14.739558,10250.873262736479
416,71,Demo,2025-12-09 12:17:14.739563,10830.157556749387
417,28,Qualified,2025-11-06 12:17:14.739568,16992.299083789265
418,78,Activated,2025-11-12 12:17:14.739574,17436.43512427469
419,52,Demo,2025-11-16 12:17:14.739579,13880.824341181664
420,16,Onboarded,2025-11-04 12:17:14.739584,19168.579252453383
